"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"10/23/2014","Internet Branch Withdrawal","Internet Branch Withdrawal TransInternet Branch Withdrawal Transfer  To Dimm-Kempenaers Xxxxxxxxxx Share 90","100.00","debit","Transfer","Classic Checking","",""
"10/23/2014","Uniqlo 5th Ave","UNIQLO 5TH AVE US003NEW YORK00000000000 877-486-4756 320142960260628432","89.90","debit","Clothing","Delta SkyMiles","",""
"10/23/2014","Duane Reade","DUANE READE #14246 0NEW YORK99999994296 8002892273 320142960262862221","9.80","debit","Pharmacy","Delta SkyMiles","",""
"10/23/2014","Long Island","NYC TAXI 1J58 090123LONG ISLAND094063482   000-0000000 320142960252577468","15.00","debit","Clothing","Delta SkyMiles","",""
"10/22/2014","NYC Bike","Nyc Bike Share Llc Portland Or<bNyc Bike Share Llc Portland Or Date 10/21/14 0      4294537881     3 4789","72.95","debit","Sporting Goods","Visa Platinum","",""
"10/22/2014","Wal-Mart","WALMART.COM 320142950247966056","61.97","debit","Shopping","Delta SkyMiles","",""
"10/22/2014","MTA","MTA MVM*18TH STREET - 7 320142950239239197","20.00","debit","Public Transportation","Delta SkyMiles","",""
"10/22/2014","Zara USA","ZARA USA 3074 0000 320142950245897929","79.90","debit","Clothing","Delta SkyMiles","",""
"10/22/2014","Amazon","AMAZON MKTPLACE PMTS 320142950244347754","77.78","debit","Shopping","Delta SkyMiles","",""
"10/22/2014","Victoria's Secret","VICTORIAS SECRET 1350 135 320142950248430152","26.50","debit","Clothing","Delta SkyMiles","",""
"10/21/2014","Fairway Chelsea","FAIRWAY CHELSEA 0001NEW YORK6466764550 320142940232113332","77.53","debit","Groceries","Delta SkyMiles","",""
"10/21/2014","Duane Reade","DUANE READE #14246 0NEW YORK99999994294 8002892273 320142940229911399","18.22","debit","Pharmacy","Delta SkyMiles","",""
"10/21/2014","Memorial","911 MEMORIAL AND MUSNEW YORK546256      TOURIST ATTRACTION 320142940231975387","24.00","debit","Doctor","Delta SkyMiles","",""
"10/20/2014","Withdrawal Hanoi Bwithdrawal","Withdrawal Debit Card Hanoi BWithdrawal Debit Card Hanoi Brooklyn Ny Date 10/19/14 0      4292113349     1 5812","59.48","debit","Uncategorized","Classic Checking","",""
"10/20/2014","Expresso Bar","AROMA EXPRESSO BAR 0NEW YORK10459       RESTAURANT 320142930207504743","24.06","debit","Fast Food","Delta SkyMiles","",""
"10/20/2014","Uber","UBER UBER           866-576-103N5W4CP2     8665761039 320142930206296296","21.55","debit","Business Services","Delta SkyMiles","",""
"10/20/2014","Fairway Chelsea","FAIRWAY CHELSEA 0001NEW YORK6466764550 320142930215430172","12.26","debit","Groceries","Delta SkyMiles","",""
"10/20/2014","NYC Bike","NYC BIKE SHARE LLC 0PORTLAND0002035318  855-245-3311 320142930212759157","63.15","debit","Sporting Goods","Delta SkyMiles","",""
"10/20/2014","Urban Outfitters","URBAN OUTFITTERS 39 NEW YORK2125793912 320142930210984046","162.22","debit","Clothing","Delta SkyMiles","",""
"10/20/2014","CVS","CVS/PHARMACY #02671 NEW YORK00170360    8007467287 320142930215424816","5.29","debit","Pharmacy","Delta SkyMiles","",""
"10/20/2014","Bombay","BOMBAY SANDWICH CO  NEW YORK85426234292 201-572-8071 320142930215217768","18.78","debit","Furnishings","Delta SkyMiles","",""
"10/19/2014","Laundry Reload Ne","Laundry Card Reload Ne East BrunLaundry Card Reload Ne East Brunswic Nj Date 10/17/14 0      4290903317     8 7211","10.00","debit","Laundry","Visa Platinum","",""
"10/19/2014","Orange","JFK LOT 5 ORANGE 001NEW YORK20141018194 718-533-3845 320142920203350965","8.00","debit","Clothing","Delta SkyMiles","",""
"10/19/2014","Uber","UBER UBER           866-576-103MRVDPGW     8665761039 320142920192093526","33.29","debit","Business Services","Delta SkyMiles","",""
"10/19/2014","Zipcar","ZIPCAR.INC ZIPCAR   BOSTONPB48DE1AA   AUTOMOBILE ASSOC 320142920203527447","55.40","debit","Rental Car & Taxi","Delta SkyMiles","",""
"10/19/2014","MTA","MTA MVM*28TH STREET NEW YORK02571250407 718-330-1234 320142920194796655","10.00","debit","Public Transportation","Delta SkyMiles","",""
"10/19/2014","MTA","MTA MVM*72ND STREET NEW YORK05508251198 718-330-1234 320142920194604273","10.00","debit","Public Transportation","Delta SkyMiles","",""
"10/19/2014","Duane Reade","DUANE READE #14246 0NEW YORK99999994292 8002892273 320142920200431122","12.73","debit","Pharmacy","Delta SkyMiles","",""
"10/19/2014","Winners","WINNERS GARAGE WINNEWOODSIDE00255573754 718-458-7000 320142920194183959","4.70","debit","Clothing","Delta SkyMiles","",""
"10/18/2014","Au Jus","AU JUS 6500000071809NEW YORK10156320141 6464763580 320142910176775391","18.13","debit","Uncategorized","Delta SkyMiles","",""
"10/18/2014","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIK8TT3EEBNOW BOOK STORES 320142910188556050","74.95","debit","Shopping","Delta SkyMiles","",""
"10/18/2014","Clearview","CLEARVIEW SPIRITS   NEW YORK9176069877 320142910183770695","18.50","debit","Home","Delta SkyMiles","",""
"10/18/2014","Zipcar","ZIPCAR.INC ZIPCAR   BOSTONTC6394F08   AUTOMOBILE ASSOC 320142910187418592","32.37","debit","Rental Car & Taxi","Delta SkyMiles","",""
"10/17/2014","Long Island","SHI                 LONG ISLAND2537450     RESTAURANT 320142900167149190","60.80","debit","Clothing","Delta SkyMiles","",""
"10/17/2014","Dos Toros Taqueria","DOS TOROS TAQUERIA  BROOKLYN525447      FAST FOOD RESTAURANT 320142900165014767","21.50","debit","Restaurants","Delta SkyMiles","",""
"10/17/2014","Amazon","AMAZON.COM          AMZN.COM/BIBPNYB752DAD MERCHANDISE 320142900171097359","10.77","debit","Shopping","Delta SkyMiles","",""
"10/17/2014","Expedia","EXPEDIA INC         BELLEVUE101609      AIRLINE/AIR CARRIER 320142900163280099","566.20","debit","Travel","Delta SkyMiles","",""
"10/17/2014","Trader Joe's","TRADER JOE'S #543  QNEW YORK0413942     626-599-3700 320142900169378254","47.59","debit","Groceries","Delta SkyMiles","",""
"10/17/2014","Harmon Stores","HARMONSTORE#8064 080CHELSEA00004-08594 212-243-3501 320142900169277656","43.66","debit","Personal Care","Delta SkyMiles","",""
"10/17/2014","Advanced Shoe Repair","Advanced Shoe Repair New York NyAdvanced Shoe Repair New York Ny Date 10/15/14 0      4288228736     7 7251","25.00","debit","Clothing","Visa Platinum","",""
"10/17/2014","Internet Branch Withdrawal","Internet Branch Withdrawal TransInternet Branch Withdrawal Transfer  To Dimm-Kempenaers Xxxxxxxxxx Share 90","50.00","debit","Transfer","Classic Checking","",""
"10/16/2014","American Express","Withdrawal AMEX EPayment Id:Withdrawal AMEX EPayment Id: 0005000040  Co: Amex Epayment","9254.30","debit","Credit Card Payment","Classic Checking","",""
"10/16/2014","Withdrawal Dept Education","Withdrawal DEPT EDUCATION Id:Withdrawal DEPT EDUCATION Id: 9102001001  Co: Dept Education","409.42","debit","Student Loan","Classic Checking","",""
"10/16/2014","Sunac","SUNAC               212-229-030185101594289212-229-0301 320142890144331976","17.58","debit","Uncategorized","Delta SkyMiles","",""
"10/16/2014","CVS","CVS/PHARMACY #02671 NEW YORK00086332    8007467287 320142890148029406","10.89","debit","Pharmacy","Delta SkyMiles","",""
"10/16/2014","MTA","MTA MVM*28TH STREET NEW YORK04727224264 718-330-1234 320142890147665612","20.00","debit","Public Transportation","Delta SkyMiles","",""
"10/16/2014","Buvette","BUVETTE 88430090738 NEW YORK250734      646-479-6464 320142890149875310","65.61","debit","Restaurants","Delta SkyMiles","",""
"10/16/2014","MTA","MTA MVM*HOUSTON STRENEW YORK02614224963 718-330-1234 320142890148022587","10.00","debit","Public Transportation","Delta SkyMiles","",""
"10/16/2014","AT&T","AT&T BILL PAYMENT   800-288-202NKRN4GX7EPA AT&T EZC PMT 320142890147098117","237.84","debit","Home Phone","Delta SkyMiles","",""
"10/16/2014","Amazon","AMAZON.COM          AMZN.COM/BIONRXAI8SQ15 MERCHANDISE 320142890154048619","10.27","debit","Shopping","Delta SkyMiles","",""
"10/15/2014","Amazon","AMAZON.COM          AMZN.COM/BIY78L0ZGBVCP MERCHANDISE 320142880128356606","19.04","debit","Shopping","Delta SkyMiles","",""
"10/15/2014","Transfer from Classic Checking","AUTOPAY PAYMENT - THANK YOU 320142880141769704","9254.30","credit","Credit Card Payment","Delta SkyMiles","",""
"10/15/2014","T-Mobile","T-MOBILE            888-278-3392TF1V0288DR PREPAIDTOPUP 320142880128768481","50.00","debit","Mobile Phone","Delta SkyMiles","",""
"10/14/2014","Smith Barbers Llc","Smith Barbers Llc Brooklyn Ny<brSmith Barbers Llc Brooklyn Ny Date 10/13/14 0      4286335152     4 7230","42.00","debit","Hair","Visa Platinum","",""
"10/14/2014","Laundry Reload Ne","Laundry Card Reload Ne East BrunLaundry Card Reload Ne East Brunswic Nj Date 10/12/14 0      4285752492     8 7211","10.00","debit","Laundry","Visa Platinum","",""
"10/14/2014","Three","THREE LETTERS 000000BROOKLYN756000014   7186224679 320142870118303508","36.58","debit","Business Services","Delta SkyMiles","",""
"10/14/2014","Fairway Chelsea","FAIRWAY CHELSEA 0001NEW YORK6466764550 320142870124849487","23.03","debit","Groceries","Delta SkyMiles","",""
"10/14/2014","Zipcar","ZIPCAR.INC ZIPCAR   BOSTONLB62455F5   AUTOMOBILE ASSOC 320142870122394506","18.87","debit","Rental Car & Taxi","Delta SkyMiles","",""
"10/14/2014","Rite Aid","RITE AID 10571 RITE BROOKLYN008298463   DRUG STORE/PHARMACY 320142870125540271","18.26","debit","Pharmacy","Delta SkyMiles","",""
"10/14/2014","Zipcar","ZIPCAR.INC ZIPCAR   BOSTONLB61F6E77   AUTOMOBILE ASSOC 320142870123743940","37.77","debit","Rental Car & Taxi","Delta SkyMiles","",""
"10/13/2014","Nycdot Parking Meter","NYCDOT PARKING METERLONG IS CIT018945228   212-639-9675 320142860098126785","1.00","debit","Parking","Delta SkyMiles","",""
"10/13/2014","Zipcar","ZIPCAR.INC ZIPCAR   BOSTONTC5EDFDC1   AUTOMOBILE ASSOC 320142860108420900","75.52","debit","Rental Car & Taxi","Delta SkyMiles","",""
"10/13/2014","Nycdot Parking Meter","NYCDOT PARKING METERLONG IS CIT018970711   212-639-9675 320142860098129482","4.00","debit","Parking","Delta SkyMiles","",""
"10/13/2014","Duane Reade","DUANE READE #14246 0NEW YORK99999994286 8002892273 320142860105210364","6.84","debit","Pharmacy","Delta SkyMiles","",""
"10/13/2014","Nycdot Parking Meter","NYCDOT PARKING METERLONG IS CIT018970303   212-639-9675 320142860098388208","1.50","debit","Parking","Delta SkyMiles","",""
"10/13/2014","MTA","MTA MVM*23RD STREET NEW YORK03093197821 718-330-1234 320142860100743257","10.00","debit","Public Transportation","Delta SkyMiles","",""
"10/12/2014","Five Leaves","Five Leaves Brooklyn Ny DateFive Leaves Brooklyn Ny Date 10/10/14 1      4283514268     9 5812","56.95","debit","Restaurants","Visa Platinum","",""
"10/12/2014","Uber","UBER UBER           866-576-10377RHV9R     8665761039 320142850084886544","72.00","debit","Business Services","Delta SkyMiles","",""
"10/12/2014","Uber","UBER UBER           866-576-103M5BPRFR     8665761039 320142850084949255","13.65","debit","Business Services","Delta SkyMiles","",""
"10/12/2014","CVS","CVS/PHARMACY #02671 NEW YORK04239454    8007467287 320142850092486140","27.28","debit","Pharmacy","Delta SkyMiles","",""
"10/12/2014","CVS","CVS/PHARMACY #02671 800746728704239479   8007467287 320142850094642413","37.11","debit","Pharmacy","Delta SkyMiles","",""
"10/12/2014","Michaels","MICHAELS 1191       NEWYORK5885        ARTIST SUPPLY & CRAFT 320142850095719723","7.86","debit","Hobbies","Delta SkyMiles","",""
"10/12/2014","Trader Joe's","TRADER JOE'S #543  QNEW YORK0937003     626-599-3700 320142850095350954","110.67","debit","Groceries","Delta SkyMiles","",""
"10/11/2014","Forever 21","0160 FOREVER 21 0160NEW YORK02198801    800-966-1355 320142840070463375","37.60","debit","Clothing","Delta SkyMiles","",""
"10/11/2014","Uniqlo 34th St","UNIQLO 34TH ST US003NEW YORK00000000000 877-486-4756 320142840081634360","49.90","debit","Clothing","Delta SkyMiles","",""
"10/11/2014","Harmon Stores","HARMONSTORE#8064 080CHELSEA00005-07671 212-243-3501 320142840081738608","29.56","debit","Personal Care","Delta SkyMiles","",""
"10/11/2014","Cafe New York","BELGIAN BEER CAFE   NEW YORK0051237     RESTAURANT 320142840075670934","95.57","debit","Restaurants","Delta SkyMiles","",""
"10/11/2014","Netflix","NETFLIX WWW.NETFLIX.LOS GATOS4440770158  WWW.NETFLIX.COM/CC 320142840070994504","16.70","debit","Movies & DVDs","Delta SkyMiles","",""
"10/11/2014","Zipcar","ZIPCAR.INC ZIPCAR   BOSTONPB40F5CE8   AUTOMOBILE ASSOC 320142840080184478","5.99","debit","Rental Car & Taxi","Delta SkyMiles","",""
"10/11/2014","CVS","CVS/PHARMACY #02671 NEW YORK04239278    8007467287 320142840081402956","109.30","debit","Pharmacy","Delta SkyMiles","",""
"10/10/2014","Laundry Reload Ne","Laundry Card Reload Ne East BrunLaundry Card Reload Ne East Brunswic Nj Date 10/08/14 0      4281357438     9 7211","10.00","debit","Laundry","Visa Platinum","",""
"10/10/2014","Check 2320","Check Withdrawal 2320","1200.00","debit","Check","Classic Checking","",""
"10/10/2014","Action Spa Repair","ACTION SPA REPAIR   619-444-172085247714283619-444-1720 320142830066938209","284.38","debit","Home","Delta SkyMiles","",""
"10/10/2014","Zipcar","ZIPCAR.INC ZIPCAR   BOSTONSC3C674C2   AUTOMOBILE ASSOC 320142830064751184","59.94","debit","Rental Car & Taxi","Delta SkyMiles","",""
"10/10/2014","Amazon","AMAZON.COM          AMZN.COM/BIJMRPFQ4WEFK MERCHANDISE 320142830063164622","10.88","debit","Shopping","Delta SkyMiles","",""
"10/10/2014","CVS","CVS/PHARMACY #02671 800746728704229195   8007467287 320142830060939139","25.12","debit","Pharmacy","Delta SkyMiles","",""
"10/09/2014","Rye Restaurant","RYE RESTAURANT RYE RBROOKLYN30021       247 SOUTH 1ST STREET 320142820039970775","74.15","debit","Restaurants","Delta SkyMiles","",""
"10/09/2014","Verifone","NYC TAXI - VERIFONE LONG ISALND00252879236 718-786-8585 320142820043054378","19.70","debit","Home Services","Delta SkyMiles","",""
"10/09/2014","R Medaliion Corp","S & R MEDALIiON CORPNEW YORK00264840148 212-957-9200 320142820043725939","22.10","debit","Uncategorized","Delta SkyMiles","",""
"10/09/2014","MTA","MTA MVM*23RD STREET NEW YORK05628165104 718-330-1234 320142820040892417","10.00","debit","Public Transportation","Delta SkyMiles","",""
"10/09/2014","Rye Restaurant","RYE RESTAURANT RYE RBROOKLYN10044       247 SOUTH 1ST STREET 320142820039813210","25.00","debit","Restaurants","Delta SkyMiles","",""
"10/09/2014","Amazon","AMAZON.COM          AMZN.COM/BIGSJ02918IP9 MERCHANDISE 320142820049430765","58.59","debit","Shopping","Delta SkyMiles","",""
"10/08/2014","Fairway Chelsea","FAIRWAY CHELSEA 0001NEW YORK6466764550 320142810033960477","28.59","debit","Groceries","Delta SkyMiles","",""
"10/08/2014","Toby's","TOBY'S ESTATE COFFEEBROOKLYN525906      FAST FOOD RESTAURANT 320142810025814002","6.84","debit","Clothing","Delta SkyMiles","",""
"10/08/2014","CVS","CVS/PHARMACY #02671 NEW YORK00184386    8007467287 320142810032218479","6.29","debit","Pharmacy","Delta SkyMiles","",""
"10/08/2014","Long Island","NYC SHL AC263 090001LONG ISLAND089330603   000-0000000 320142810022392358","26.40","debit","Clothing","Delta SkyMiles","",""
"10/07/2014","TJ Maxx","TJMAXX #0133 00000018009266299013302049678009266299 320142800008406359","10.87","debit","Clothing","Delta SkyMiles","",""
"10/07/2014","CVS","CVS/PHARMACY #02671 800746728704263040   8007467287 320142800013808541","18.13","debit","Pharmacy","Delta SkyMiles","",""
"10/07/2014","Trader Joe's","TRADER JOE'S #543  QNEW YORK0292354     626-599-3700 320142800013452142","31.90","debit","Groceries","Delta SkyMiles","",""
"10/07/2014","MTA","MTA MVM*28TH STREET NEW YORK07207144633 718-330-1234 320142800008984927","10.00","debit","Public Transportation","Delta SkyMiles","",""
"10/07/2014","Sunac","SUNAC               212-229-030185101594280212-229-0301 320142800020609133","9.40","debit","Uncategorized","Delta SkyMiles","",""
"10/07/2014","Marshalls","MARSHALLS #1096 00008886277425109600539988886277425 320142800008771925","16.86","debit","Clothing","Delta SkyMiles","",""
"10/06/2014","Internet Branch Withdrawal","Internet Branch Withdrawal TransInternet Branch Withdrawal Transfer  To Dimm-Kempenaers Xxxxxxxxxx Share 90","60.00","debit","Transfer","Classic Checking","",""
"10/06/2014","Check 2401","Check Withdrawal 2401","100.00","debit","Check","Classic Checking","",""
"10/06/2014","Check 2402","Check Withdrawal 2402","100.00","debit","Check","Classic Checking","",""
"10/06/2014","Koffeecake Corner Ave","KOFFEECAKE CORNER 3 NEW YORK10138       775 AVE OF AMERICAS 320142790005110751","2.94","debit","Uncategorized","Delta SkyMiles","",""
"10/06/2014","Kobeyaki Kobeyaki New 291 7th Avenue","KOBEYAKI KOBEYAKI   NEW YORK10184       291 7TH AVE  NEW YORK 320142790996361026","34.05","debit","Uncategorized","Delta SkyMiles","",""
"10/06/2014","Uber","UBER UBER           866-576-103KYMYMJ2     8665761039 320142790993229619","65.33","debit","Business Services","Delta SkyMiles","",""
"10/06/2014","Sunac","SUNAC               212-229-030185101594279212-229-0301 320142790005107701","19.47","debit","Uncategorized","Delta SkyMiles","",""
"10/06/2014","Fairway Chelsea","FAIRWAY CHELSEA 0001NEW YORK6466764550 320142790000483194","29.27","debit","Groceries","Delta SkyMiles","",""
"10/06/2014","R Medaliion Corp","S & R MEDALIiON CORPNEW YORK00266768199 212-957-9200 320142790997583766","25.10","debit","Uncategorized","Delta SkyMiles","",""
"10/06/2014","MTA","MTA MVM*23RD STREET NEW YORK04560137509 718-330-1234 320142790994021576","10.00","debit","Public Transportation","Delta SkyMiles","",""
"10/06/2014","MTA","MTA MVM*23RD STREET NEW YORK04560137513 718-330-1234 320142790994303545","10.00","debit","Public Transportation","Delta SkyMiles","",""
"10/05/2014","Internet Branch Withdrawal","Internet Branch Withdrawal TransInternet Branch Withdrawal Transfer  To Dimm-Kempenaers Xxxxxxxxxx Share 90","40.00","debit","Transfer","Classic Checking","",""
"10/05/2014","Meli-Melo","MELI MELO           GREENWICH2036296153 320142780987962880","40.56","debit","Restaurants","Delta SkyMiles","",""
"10/05/2014","Trader Joe's","TRADER JOE'S #541  QNEW YORK0582852     626-599-3700 320142780988647996","28.27","debit","Groceries","Delta SkyMiles","",""
